,Unnamed: 0,메뉴이름,계란류,wv,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량,기준양,기준열량,탄수화물,지방,단백질,나트륨,콜레스트롤,category
10,10,우유,0,"[ 1.4492265e-03  6.6406364e-03 -9.4570294e-03 -1.0407636e-03
  5.5033299e-03  5.6026489e-03  7.6998207e-03  4.8919427e-03
  6.2060910e-03 -9.5315110e-03  4.8944792e-03 -3.9206822e-03
  3.4329633e-03 -9.2562074e-03 -8.8260714e-03  4.2485348e-03
 -1.1933637e-03  6.4679207e-03 -9.8451134e-03  7.9244478e-03
 -5.9378091e-03  5.9484743e-04  5.0150836e-03 -2.9018559e-03
  6.4432709e-03  6.7967706e-04 -3.7720408e-03 -1.7973889e-03
 -1.0435141e-02 -3.9201812e-03 -3.2296281e-03  8.4342565e-03
 -9.4337324e-03 -2.7856675e-03  6.1983503e-03  9.4784554e-03
 -8.4941620e-03  2.9269082e-04 -1.0114431e-02  4.5302529e-03
  9.7880485e-03  1.8401169e-03 -1.0149426e-02 -6.7354564e-04
 -6.8938133e-04  3.9214538e-03  6.1365776e-03  4.1505178e-03
 -8.7412363e-03  7.2810794e-03  3.0788193e-03 -1.9087148e-03
 -2.5342721e-03  8.9726696e-04 -6.3965917e-03  6.0207634e-03
 -8.6874329e-03 -3.9002896e-04  1.2576776e-03  2.7390446e-03
  9.7926687e-03 -5.1120059e-03  9.9637322e-03  9.0542659e-03
 -8.8205272e-03  3.8181860e-03  1.0523233e-02  4.3237098e-03
 -4.3582181e-03  6.1603109e-03  4.6046963e-03  6.5720459e-03
 -2.4522156e-03 -8.4854858e-03 -6.1336003e-05 -2.1419011e-03
 -3.2586216e-03  1.4719588e-03 -1.1120519e-02  1.0197863e-02
 -2.1841251e-03 -1.2713809e-04  3.4062827e-03 -8.6605186e-03
  3.5588138e-03  9.9170208e-03  9.3594147e-03  2.2534642e-03
 -8.3544210e-04 -9.2087016e-03  7.7118301e-03 -2.7184275e-03
  8.8376841e-03  9.5896069e-03 -5.8438843e-03 -2.6280652e-03
  5.6222389e-03  1.4905201e-04 -1.7213071e-03 -3.7282601e-03]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122kcal,100 ml,65,5,3,3,50,15,6
11,11,사골떡왕만둣국,1,"[-3.7411279e-03 -2.5534106e-03  3.0430618e-03  1.7914926e-03
 -4.0321497e-04 -5.9512607e-04  3.4012012e-03  9.6018490e-04
 -3.7420315e-03  5.7339352e-03 -5.7295635e-03  9.6871785e-04
 -1.6551493e-03 -2.8596772e-03 -1.5298091e-04 -3.2173810e-03
 -2.9721349e-03 -1.1017639e-04 -2.2397814e-03 -3.8449224e-03
 -2.5779740e-03 -9.1891771e-04 -3.6735081e-03 -7.9554990e-03
 -3.7876051e-03  8.7068067e-05  2.3914296e-03 -2.4424919e-03
 -5.6453026e-03  1.4576995e-03  1.9186651e-03  2.1765721e-03
 -1.7519501e-03 -3.8936641e-04 -4.2961873e-03  3.9292476e-03
 -1.8239716e-03  7.0546098e-06 -1.3758955e-03 -1.8979333e-03
  2.3882729e-03 -5.2458118e-03  2.0912087e-03  3.0136923e-03
  3.3575520e-03  2.3406944e-03  2.9754452e-04 -7.8590610e-04
 -4.4130175e-03 -3.9616665e-03  9.9911401e-04 -6.3862391e-03
  2.9064813e-03  2.5693199e-04  2.3757629e-03 -1.8905660e-03
 -5.6905279e-05 -7.3221996e-03 -3.4838798e-03 -6.4490149e-03
 -7.7904493e-04  3.6771465e-03  2.2354275e-03 -7.0195021e-03
 -9.0780231e-04  1.8006922e-03  2.6315458e-03  6.7902924e-03
 -7.8334212e-03  1.3966151e-03  8.5745938e-05  5.0233305e-03
  5.5731037e-03 -1.6668130e-03  3.0863229e-03  2.1662740e-03
 -2.1481591e-03 -2.7237274e-03 -3.2496357e-03 -3.2837056e-03
  1.5960732e-03  1.8695695e-03 -7.5364932e-03  3.6288463e-03
 -1.9368111e-03  5.1895492e-03 -1.1068003e-03  1.1208488e-03
  5.1873205e-03 -7.3880597e-04 -6.9232436e-04  4.3433076e-03
  4.4728583e-03 -3.7032785e-04  1.2522631e-03  2.1695576e-03
  1.6559405e-03 -2.2448066e-03  7.9735061e-03 -1.2322178e-03]",0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,441.49kcal,1 serving,625,110,11,20,"1,980",122,5
12,12,밥,0,"[ 0.00693033 -0.00585976  0.0059248   0.00020029 -0.00860269 -0.00447322
 -0.00070283 -0.00159111 -0.00171716 -0.00576653  0.00527404  0.00774748
 -0.00208727  0.003924   -0.00042166 -0.0018169  -0.00700226  0.00050879
  0.00361816  0.00426913  0.00682832  0.00342527  0.00520787 -0.008365
 -0.00246769 -0.00548243  0.00587979  0.00725047 -0.00533049  0.00129924
  0.00640436  0.00189127  0.00156958 -0.00754189  0.00847988 -0.00559781
 -0.00612617 -0.00696331 -0.00738771 -0.006461   -0.00939764 -0.00080225
 -0.00459637 -0.00257408  0.00739348  0.00290993  0.00084327 -0.00182651
  0.01048757  0.00028909  0.00573013  0.00781812 -0.00934676 -0.00896057
  0.00939249  0.00360519 -0.00162171  0.00400918 -0.00608956 -0.00609839
 -0.00766073  0.00736821 -0.00203252 -0.00831725 -0.00791815  0.00765978
 -0.00152121 -0.00485546 -0.00448086  0.00017373 -0.0037936  -0.00129703
  0.00564708  0.00089746 -0.00181609  0.0033095   0.00509299 -0.00973917
 -0.00879105  0.00653721 -0.00971478 -0.00025827 -0.01066902  0.01010021
 -0.00506445 -0.00632609 -0.00085935  0.00030149  0.00921394  0.00883075
  0.0014083   0.00344472  0.00505816  0.00053911 -0.00377895  0.00029077
  0.00273602  0.00729052 -0.00267336 -0.0102829 ]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363kcal,1 줄,240,39,4,9,540,10,9
13,13,삼겹살덮밥,1,"[-0.00273421  0.00716919  0.0028584   0.00543848  0.0081976   0.00218688
  0.00187498  0.00481951 -0.00682363  0.00085272 -0.00352222 -0.00958431
  0.00249863  0.00157441  0.00587148 -0.00108222 -0.006222    0.00086559
  0.0001208  -0.00050022  0.00036982  0.00039584  0.00893279 -0.00493959
  0.00231455  0.0038944   0.00269239 -0.00572639 -0.00281306 -0.00417578
  0.00577172 -0.00303572  0.00273607  0.00892014 -0.00039213  0.00122905
  0.00397378 -0.00090146 -0.00055742 -0.00487072 -0.00395559  0.00319577
 -0.00394625 -0.00499838 -0.00375027 -0.00034434  0.00223798  0.00521515
  0.00013554  0.00018391  0.00038797 -0.00483286  0.00518348 -0.00529208
  0.004755   -0.00083364  0.00125594 -0.00150506  0.00556623 -0.00668794
 -0.00186571 -0.00160955  0.00570893 -0.0047923  -0.01083501 -0.00308822
 -0.003336    0.00437456 -0.01094581  0.00730381 -0.00361534 -0.00207374
  0.00176745  0.0002532  -0.00612919 -0.00247929 -0.00404042  0.00010751
 -0.00392512 -0.00145424  0.00370421 -0.0071796  -0.00250537  0.00290709
 -0.00083058 -0.00076986  0.0019591  -0.00605124 -0.00048242  0.00329276
 -0.00017857  0.00075353  0.00086059  0.0042552   0.00877638  0.0041602
 -0.00073478 -0.00120963  0.0031262  -0.00488678]",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,911.88kcal,1 cup (61g),270,40,10,5,"1,050",--,7
14,14,오징어젓무침,0,"[-1.14195666e-03  3.11473757e-03 -2.15811818e-03  5.36862470e-04
  3.14126327e-03 -3.41174309e-03  6.02074480e-03  8.86338297e-03
 -3.28735379e-03 -8.42880644e-03  9.57323238e-04  1.04093004e-03
  4.30249935e-03  3.50016239e-03  6.06544176e-03 -2.74743442e-03
  3.37664341e-03  2.69438629e-03  6.07543625e-04  6.49407331e-04
  6.00922992e-03 -5.98261086e-03 -1.05620676e-03 -2.39000167e-03
 -3.78958764e-03 -7.68905564e-04 -1.27639016e-03  2.24680570e-03
  4.50338423e-03 -6.86717685e-04  2.82318681e-03 -4.31221770e-03
 -3.76768154e-03 -5.24059345e-04  1.77115016e-03  3.87938530e-03
  2.68842652e-03 -3.45083099e-04 -2.70931353e-03 -5.28674386e-03
  1.24820508e-04 -2.65433569e-03  6.66053221e-03  1.37135386e-04
  3.12626973e-04  1.39619270e-03 -4.68810042e-03  1.09965529e-03
 -5.18596898e-05 -3.22728907e-03 -2.11647549e-03 -5.92631288e-03
 -2.26419955e-03 -3.72251798e-03  1.08488789e-03  3.43856518e-03
 -3.08692828e-03  6.13555731e-03  1.37902563e-03 -2.68469751e-03
 -1.32599252e-03  3.27655394e-03  8.04826617e-03 -8.45892355e-04
  4.88764141e-04  6.05551526e-03  1.59290014e-03  9.70750675e-03
 -4.18391312e-03 -3.02886777e-03  6.10248139e-03  1.36496068e-03
  2.02244474e-03  4.90322011e-03  1.56348431e-03 -1.10925954e-04
 -2.37964652e-03  5.56694577e-03 -5.87154552e-03  6.81780220e-04
 -3.57674342e-03  2.46934406e-03  5.67161245e-04  4.74718818e-03
 -4.58754599e-04 -1.47174532e-03  5.12586674e-03  4.16647131e-03
 -2.03391537e-03 -5.57608763e-03 -3.58209800e-04 -1.40714366e-03
  9.17053781e-04 -6.42987608e-04  4.17666417e-03 -1.41980709e-04
  9.00397717e-04 -5.17826574e-03  4.30389307e-03  1.36105184e-04]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53.06kcal,1 serving cooked,126,8,4,12,332,170,3
15,15,배추들깨국,0,"[ 2.7575586e-03  2.5686861e-03  3.3028387e-03  6.0005597e-04
 -1.6032992e-03 -3.1413725e-03  1.8379641e-03  6.3359067e-03
 -1.0037391e-04 -3.4351747e-03 -5.9252451e-03 -2.0463655e-03
 -1.5791900e-03 -5.8649999e-05  6.2753023e-03  1.5390821e-03
 -2.3160970e-03  1.2049224e-03 -9.7666879e-04 -4.3050596e-03
  7.5002754e-04  1.4104660e-03 -2.0833493e-03 -1.6960754e-03
 -9.0299314e-03  4.4850125e-03 -5.6884619e-03 -1.7115164e-04
 -2.4529274e-03  4.0939455e-03 -2.8093485e-04 -4.6001473e-03
 -4.3454631e-03 -2.2763617e-03 -1.5596583e-03 -3.1318582e-04
  2.7545417e-05  5.7786197e-04 -3.9898208e-03 -1.6810199e-03
  5.5843283e-04  1.1252671e-03 -4.6163779e-03 -3.7595348e-03
  3.9651250e-03 -1.4496850e-03 -9.8162787e-03 -4.0997029e-03
  6.5490403e-03 -1.9150758e-03 -4.1107405e-03  1.8632807e-03
  6.5253712e-03 -6.8756472e-03  2.1680004e-03  3.7313753e-03
  2.1555836e-03 -1.1553555e-03  2.3493997e-04  2.1916828e-03
  5.2382860e-05 -9.8081434e-04 -3.6715071e-03 -3.9300448e-04
 -3.4394248e-03 -5.2454881e-04 -1.2080128e-03  1.9451551e-03
 -4.4884826e-03 -1.0723760e-03 -1.4339462e-03 -2.9967774e-03
 -2.8124212e-03 -3.8913693e-03  6.4109516e-04 -1.2147255e-03
  6.7788712e-03  2.2799920e-03 -6.3200239e-03  1.4495109e-03
 -5.9603490e-03 -1.0617553e-03 -1.9706653e-03  8.0197789e-03
 -4.6470789e-03 -5.4519909e-04 -1.0426677e-03  6.1541386e-03
  4.5994725e-03 -6.5515772e-03  1.2632421e-03  6.7751220e-04
 -2.9901883e-03  1.0018059e-03  3.9067925e-03 -3.2416335e-04
 -3.3247096e-03 -2.9130753e-03  1.4944570e-03  3.1805430e-03]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.91kcal,200 ml,120,10,6,6,150,--,8
16,16,버섯육개장,1,"[ 0.00182062  0.0057172   0.00021919 -0.00068723 -0.0010415  -0.00501209
  0.00139656  0.00709362 -0.00745393 -0.00264052  0.00102195  0.00158438
 -0.00241707 -0.00025647 -0.00013744 -0.00831    -0.00290665 -0.00176351
  0.00098374 -0.00790006 -0.00277286 -0.00375776 -0.00290236 -0.00385117
 -0.00658116 -0.00800814 -0.00135952  0.00511716 -0.00037181  0.00073209
  0.00095941 -0.0067771   0.00557895 -0.00313219 -0.00301872  0.00260288
 -0.00378803  0.00242117 -0.00520654 -0.00134121 -0.00268566 -0.00211596
 -0.00324072  0.00173652  0.00256402 -0.00265746  0.00775896  0.00058847
 -0.00410889  0.00711902 -0.00050075 -0.00855782  0.00509538  0.00284919
 -0.00505577  0.00201182 -0.00376122 -0.00190039  0.00275336  0.00355384
  0.00204275  0.00523277 -0.00268638  0.00207051 -0.00380738  0.00910836
  0.0044073   0.00169044 -0.0101201   0.00656028 -0.00443443  0.00343873
  0.0012115   0.0006157   0.00144082 -0.00060944  0.00155531  0.00797733
  0.00089308 -0.00048695 -0.00220234  0.0089861  -0.00740959  0.00511521
  0.00496219  0.00237183 -0.00102743 -0.00106812  0.00200016  0.00407647
  0.00749639 -0.00430943 -0.00777561  0.00181778  0.00944428 -0.00113071
  0.00123997 -0.00301178 -0.00667387  0.00257627]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,104.07kcal,1 cup,255,44,6,7,910,5,5
17,17,두부양념장,0,"[-4.2888606e-03  1.1229416e-03  4.5607644e-03 -2.9292996e-03
 -4.2709913e-03 -8.3582886e-03  9.5624477e-03  1.6967668e-03
 -4.5580561e-03 -7.1748244e-03  1.6050289e-03  8.1995525e-04
 -1.7909936e-03  1.4553420e-03 -5.2290093e-03  8.9859002e-04
  4.6633361e-03  4.2418116e-03 -5.7624374e-04 -6.5412289e-03
 -3.1012082e-03  2.7089729e-05 -3.1272802e-03  2.4936246e-03
 -3.0237762e-04 -2.6015611e-04  5.1523803e-04 -2.3553940e-04
  3.8548391e-03 -6.1504305e-03  6.0730479e-03  9.2422096e-03
 -2.2784346e-03  7.0674624e-03  5.1965239e-03  1.7258362e-03
  3.8374010e-03 -3.8187997e-03  4.6759630e-03 -5.7266089e-03
 -1.8267850e-03 -8.7036355e-04  1.7011785e-03 -1.5728959e-03
  7.2129914e-03 -6.2317122e-03  6.3906964e-03 -3.2442939e-03
 -2.1349499e-04 -3.2864464e-03  2.4983473e-03  1.1510293e-03
  4.0276563e-03  1.0773988e-04  1.9130987e-03  5.3854869e-03
  9.3585495e-03  6.4326287e-03 -1.2398327e-03  3.3393828e-03
  5.9027853e-03 -4.5665572e-03 -2.7008180e-03  2.1080512e-03
  2.2766485e-03 -3.2987036e-03 -3.8085759e-03 -3.6871610e-03
 -2.0286907e-04  7.7754497e-03 -5.0342414e-03 -1.7097428e-03
  1.1312221e-03  3.1958658e-03  1.6670056e-03  6.9908323e-03
 -2.6022177e-03  6.5642339e-04  2.7713808e-04  2.6289898e-03
  4.3992051e-03  4.5537353e-03 -3.0574452e-03  8.3987676e-03
 -2.0415417e-03  4.7962666e-03  2.2810767e-03  3.2148403e-03
  6.1307638e-03  6.0280291e-03  5.9682522e-03 -6.2877918e-03
  5.0856295e-04  7.1370043e-04  5.3609330e-03 -3.1981948e-03
  8.6219050e-04 -8.2547292e-03  6.8630707e-03 -1.4185179e-03]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141.91kcal,1 토막,150,-,-,39,39,210,5
18,18,사각어묵잡채,0,"[-1.7711300e-03  3.9391988e-03 -1.7877292e-03 -4.4117761e-03
  2.7328853e-03 -2.5528816e-03 -3.2850616e-03 -2.9315923e-03
  8.2507515e-03 -3.6868840e-04 -7.9522729e-03  1.5949737e-04
  9.3832676e-04  1.0066089e-03  2.2048464e-03  7.6119817e-04
 -4.7445954e-03 -9.7840652e-04  2.1019431e-03 -2.2461165e-03
 -3.3890186e-03  2.8102540e-03  2.3332303e-03 -7.1121533e-05
  1.3973437e-03 -3.1365361e-04  5.7120319e-03  3.6783896e-03
  5.7622016e-04  2.6507576e-03  5.9051723e-03 -1.5896537e-03
 -7.9213228e-04  4.3733311e-03 -1.9190953e-03  5.2964315e-03
 -2.5085644e-03 -3.9322851e-03  3.4684818e-03  1.3119414e-03
  2.7720083e-03  1.3792025e-03 -2.7836256e-03 -6.0913176e-03
 -1.4644312e-03 -3.8521811e-03 -5.5155456e-03 -2.0941619e-03
 -3.1346111e-03 -8.0276438e-04  7.2999359e-03 -3.7018259e-03
  1.6914906e-04  2.0988618e-03  2.5561394e-03  3.0723382e-03
  4.4430201e-03 -3.4147606e-03 -7.2369226e-03  2.0033991e-05
  1.1046845e-03 -2.5693589e-06 -4.9059433e-03 -1.8458844e-04
  1.8725019e-03 -1.8423796e-03 -5.6007593e-03  9.6564507e-04
 -5.6579476e-04 -1.6243773e-03  2.1113213e-03  1.6485424e-03
  2.0074325e-03  6.6372455e-04  7.5432439e-03 -2.4701280e-03
 -6.6419081e-03 -3.7367456e-03  2.1785893e-03  1.9748688e-03
 -3.4023642e-03 -2.3102041e-03 -4.1601616e-03  5.6108851e-03
  2.1665362e-03 -2.6347383e-03  4.3664980e-03  2.5890728e-03
 -1.3850842e-03 -1.3825154e-03  7.2472137e-03 -1.7960459e-03
  6.6601560e-03 -4.5118295e-03 -2.6256328e-03  5.3737848e-03
 -2.9841103e-03 -4.3446352e-04  3.1161742e-04 -4.1586584e-03]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,175.03kcal,60 gram,160,19,4,12,670,3,9
19,19,맛김,0,"[-1.3695050e-03  4.3382915e-03  7.3395809e-04  5.7129902e-03
 -5.2242959e-04 -2.3307977e-04  6.7955032e-03  6.5044770e-03
  3.3512888e-03 -5.2139135e-03  1.6646355e-03 -2.3643556e-03
  2.3271353e-03  2.4921668e-03  1.2325459e-03  2.3645754e-03
 -2.5889541e-03 -7.2442053e-05  1.3577822e-03 -3.7447233e-03
 -9.2282398e-03 -3.3891546e-03  9.5098023e-04 -1.9583153e-05
 -3.8055209e-03 -3.9109974e-03 -2.8767353e-03 -1.4826052e-03
  4.1580256e-03  4.3440084e-03  3.5822936e-03 -2.1136452e-03
  2.5992901e-03  3.3475687e-03 -1.0245519e-02 -9.9739106e-04
  3.9980845e-03 -1.5948369e-04  1.0159446e-03 -7.5864401e-03
  3.0781128e-03 -2.3489669e-03 -1.6416039e-03 -5.2911467e-03
  2.7262087e-03 -9.0194121e-04  2.6468316e-04 -4.3503828e-03
  1.1897929e-03  8.7167192e-03 -6.7072208e-03  4.9294345e-03
  3.6414883e-03  7.1241134e-03  4.4865301e-03 -1.3696067e-03
  2.9825871e-03 -4.8573120e-03 -1.2351684e-03 -2.6189859e-03
 -1.0679266e-03 -7.4617127e-03 -1.7421953e-03 -1.3429559e-03
  6.6655553e-03 -1.6175641e-04  7.2414828e-03 -2.1620954e-03
 -5.8287694e-03  6.3244519e-03  1.2497839e-03  1.3853509e-03
  2.0963619e-03 -5.7417215e-03  5.7705161e-03 -1.5332655e-03
  8.5830665e-04 -6.6791149e-04 -4.7806837e-03  4.6662777e-04
 -1.5837576e-03 -3.8904226e-03 -5.1092263e-03 -7.4688462e-03
 -5.4930877e-03 -3.5251076e-03 -4.6977475e-03  2.0291372e-03
  1.1643919e-03 -1.0985496e-03  5.7361657e-03 -2.1083220e-03
 -1.3170685e-03  4.6024853e-03  9.1841165e-03  4.7132093e-03
 -4.0777968e-03 -4.6612844e-03 -7.8907423e-03 -1.4170180e-03]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0kcal,1 컵,40,3,2,3,--,--,5
20,20,깍두기,0,"[ 0.00875921  0.00559384 -0.00190589  0.00931876 -0.00043019 -0.00121192
 -0.00757516 -0.0045855  -0.00290428  0.00087815  0.00677752  0.00708562
  0.00709693  0.00769421  0.00035933  0.00423893 -0.00133964 -0.00904587
 -0.00749598  0.00618505 -0.00921378  0.00219409  0.00675673 -0.00047102
  0.00500677  0.00430166 -0.00519649 -0.0002075  -0.0004019  -0.0052284
  0.00995509 -0.00310587  0.00964613  0.00185684  0.00883816 -0.00961183
  0.0038062   0.00959874  0.00152797 -0.00814877  0.00103497  0.00986717
  0.0004801  -0.00642472  0.00159208  0.0061216  -0.00873867  0.0057005
  0.00976255  0.00986662  0.00696209  0.00887253 -0.00799528  0.00499514
  0.00230777  0.00326612 -0.0064225   0.00829257 -0.00056002  0.00087743
 -0.00646181 -0.00138923 -0.00659046 -0.00128557  0.00764812  0.00523242
  0.00529317  0.00503216  0.00047754  0.00916499  0.00136479 -0.00363398
 -0.00938039 -0.00267667 -0.0021874  -0.00146663  0.002506    0.00095195
 -0.00311304  0.00297755  0.00704162 -0.00151411 -0.00070806 -0.003414
  0.0082985   0.00341518 -0.00728107  0.00082185 -0.00046259  0.00442926
  0.00140759 -0.005629   -0.00740731 -0.00487769 -0.00033894  0.00402763
 -0.00364256  0.00184433 -0.00172936 -0.00890018]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.2kcal,50 g,18,3,-,-,323,--,6
21,21,쇠고기갈비찜,0,"[-7.5504999e-04  2.0773038e-03  1.2027882e-03 -2.6032673e-03
  5.8394484e-04  1.7248365e-03  3.2681022e-03  9.2553096e-03
 -6.8614408e-03  4.7416440e-03  1.5274487e-03 -7.6181395e-03
  7.4770683e-03  1.6245472e-03 -4.0354906e-04 -5.0865663e-03
 -3.3383910e-04  2.5566854e-04 -1.1255718e-03 -3.9937873e-03
 -4.7012204e-03 -6.0480814e-03  2.6802407e-03 -3.2184147e-03
  1.6318391e-03 -1.0685382e-03  7.3370477e-03 -8.1828074e-04
 -7.4204970e-03 -2.2348266e-03  7.8079826e-03 -2.6771226e-03
 -3.7759163e-03 -1.1055216e-03 -9.6889585e-03 -8.1789796e-04
 -2.8486268e-03 -2.1875151e-03 -4.3347967e-03 -1.1809341e-03
  6.3011632e-04 -6.0305779e-04 -3.8412544e-03  3.2073215e-03
  1.5651274e-03  1.0484105e-03 -1.4683906e-03  2.5938693e-03
  1.3809669e-03 -5.2607791e-03  5.2011600e-03  9.4661419e-04
 -4.4525624e-03 -3.9557884e-03 -2.4964530e-03 -6.5531689e-03
  2.1939636e-03 -1.0105914e-03 -1.0197873e-03 -4.8375903e-03
 -8.4682368e-05 -1.7017430e-03  1.0656742e-03 -5.5090338e-04
 -6.1275600e-03  1.0794593e-02  9.3003232e-03  6.5054456e-03
 -9.2280693e-03  8.6543784e-03  1.0677911e-03  7.4100289e-03
  5.2397675e-04  2.1474445e-03 -2.5561203e-03  9.2661344e-03
  8.4012677e-04 -1.5970746e-03 -6.6438876e-03  2.6638419e-03
 -4.8529729e-03 -3.4869944e-03 -6.4031663e-03  6.3752150e-03
 -2.3223963e-03 -4.5904645e-04 -3.5998195e-03 -1.5487894e-04
  6.5395292e-03 -8.6404048e-05 -1.9876736e-03  5.0212303e-03
  1.6480687e-03 -7.4942934e-04  5.9286039e-03  7.5587654e-04
  8.0320742e-03 -4.8644799e-03  8.1253387e-03 -3.5911745e-03]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793.85kcal,1 인분,317,11,20,20,637,70,7
22,22,오이양파장아찌,0,"[ 5.7963612e-03  7.7325678e-03  3.4584105e-03  5.1982752e-03
  7.7991869e-04  2.4265049e-03 -5.2477252e-03  7.1367626e-03
 -8.6607737e-04  8.6869457e-04 -2.0993268e-03  3.4649477e-03
 -4.8597110e-03  2.0828142e-03 -3.0537599e-03  4.4045667e-04
  3.6551850e-03  1.2284731e-03  9.1713242e-04 -6.3550784e-03
 -6.1218813e-03  4.0417565e-03 -8.1340065e-03 -4.2362851e-03
 -1.5133475e-03 -4.6485406e-03 -4.1749221e-03 -6.0847648e-03
  2.4075010e-04  6.0642050e-03 -4.1932268e-03  8.9036161e-04
 -1.5252716e-03 -3.4730555e-03 -1.5520408e-03  7.9294294e-03
  4.0823203e-03 -6.3027344e-03  4.9132928e-03 -9.6102254e-03
  4.8033413e-03 -3.3730278e-03 -9.9998654e-04 -4.4323597e-04
 -8.9357438e-04 -2.2763533e-03 -5.5295578e-03  3.4222638e-03
 -3.3365183e-03 -4.9101119e-03  8.1478152e-05 -1.4448659e-03
 -3.0365938e-03  1.6395086e-03  1.2290211e-03  8.9555979e-04
 -5.5934116e-04 -1.1699548e-03 -1.3564451e-03 -5.4002628e-03
  3.2618532e-03  1.4955554e-03  1.6998267e-04 -5.1301033e-03
  9.9450466e-04  1.4206667e-04  4.2512692e-03 -3.1970839e-03
 -8.4131444e-03 -1.2638262e-03  1.5235808e-03 -9.0309029e-04
 -6.6209369e-04  2.5464648e-03  7.6134056e-03 -5.2630198e-03
  1.7212455e-04 -1.5833793e-03 -6.3717864e-03 -4.5833555e-03
  4.5568841e-03  5.8651902e-03 -3.3371542e-03 -8.9012360e-04
 -4.8234961e-03 -2.3746518e-03  1.7847227e-03  6.7773461e-03
  2.9207456e-03 -9.5963175e-04  1.9551370e-04  1.0122379e-03
 -3.0460153e-03 -8.8883980e-06  5.8186348e-03 -4.0236176e-03
  1.0851579e-03 -2.3593095e-03  2.3324687e-03 -3.2099728e-03]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5kcal,100 g,39,7,-,1,703,--,5
23,23,유산균 발효 음료,0,"[-4.4652412e-04  2.5951350e-03  2.1999085e-03 -1.7723786e-03
  2.0312478e-03 -4.4113118e-03 -1.3405976e-03  2.6330622e-03
 -1.4563943e-03  4.9450104e-03 -2.6999591e-03 -1.4289408e-03
  5.0211174e-04 -1.2173664e-03  3.1079554e-03 -1.9334973e-03
  3.2345911e-03  2.9843687e-03  1.4610744e-04  5.9855939e-04
  4.1762730e-03  1.0386510e-03  3.0825632e-03 -1.0347482e-03
  1.0441785e-04  4.2824321e-03 -8.0337957e-04  3.2448391e-03
  3.4698683e-03 -4.5143231e-03  1.9257077e-03  4.4499068e-03
  7.6576252e-04 -1.8795790e-03 -1.1852400e-03 -1.2682566e-03
 -2.6679311e-03 -7.2136673e-04 -2.9494695e-04 -6.5210450e-04
 -4.7607617e-03 -3.3321595e-03  6.0341333e-04 -5.9001590e-04
 -8.2014949e-04  1.2052092e-03  1.3309458e-03 -2.5240737e-03
 -1.3037079e-03  4.9227877e-03  4.0377919e-03 -2.6023907e-03
 -2.0301975e-03  2.1731918e-04  1.2007349e-03  1.2439376e-03
  1.9699300e-03 -3.0314480e-03 -2.9786488e-03  1.8756214e-03
  1.3757953e-03  5.0483365e-03  1.8332903e-03 -1.1986797e-04
  1.1258828e-03  1.5425000e-03  1.1499177e-03  2.6737880e-03
 -3.4142626e-03  4.3971660e-03  3.6950470e-03 -8.1586675e-04
 -6.0477853e-03 -3.8334690e-03 -1.9408329e-03 -3.0483538e-04
 -4.6499996e-03  1.7073890e-04 -1.9743461e-03 -5.4703141e-04
  8.3507970e-05 -1.7495160e-03 -1.0539455e-03  2.2773613e-04
 -2.5836299e-03  6.0112933e-03  8.9922955e-04  1.3482837e-03
  2.9605406e-04  2.4183430e-03 -3.1955936e-03 -1.2230710e-03
 -1.9945921e-03  3.3642373e-03 -6.5712561e-04 -3.7842614e-03
  6.0684601e-05 -3.9851721e-03  8.1486339e-03 -1.4944228e-03]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56kcal,2 조각,130,25,2,4,180,15,9
