날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2021-06-20","밥","363kcal","찰보리밥","386.7kcal","밥","363kcal","","","2907.76kcal"
"2021-06-20","두부김치국(05)","30.4kcal","매운버섯국(05)(06)","47.78kcal","들깨미역국(05)","12.26kcal","","","2907.76kcal"
"2021-06-20","생선묵볶음(05)(06)","157.24kcal","돼지불고기(05)(06)(10)","453.84kcal","닭갈비(05)(06)(15)","313.35kcal","","","2907.76kcal"
"2021-06-20","배추김치(5~6월)","22.94kcal","무생채","26.8kcal","오이고추장무침(06)","22.48kcal","","","2907.76kcal"
"2021-06-20","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(5~6월)","22.94kcal","배추김치(5~6월)","22.94kcal","","","2907.76kcal"
"2021-06-20","","","복숭아 주스(340㎖/캔)","81kcal","","","","","2907.76kcal"
"2021-06-20","","","참깨라면,110g(오뚜기,용기라면,다수공급자계약,영내자증식)","459.09kcal","","","","","2907.76kcal"
"2021-06-21","밥","363kcal","현미밥","397.49kcal","밥","363kcal","","","2992.37kcal"
"2021-06-21","두부고추장찌개(05)(06)(10)","105.75kcal","순두부찌개(01)(05)(06)(10)","149.86kcal","해물탕(05)(06)(09)","86.32kcal","","","2992.37kcal"
"2021-06-21","돼지고기감자조림(05)(06)(10)","214.67kcal","쇠고기느타리버섯잡채(05)(06)(16)","292.24kcal","감자채볶음","118.26kcal","","","2992.37kcal"
"2021-06-21","무생채","26.8kcal","배추겉절이(09)","28kcal","1.5소스 깐풍기(01)(05)(06)(15)","547.56kcal","","","2992.37kcal"
"2021-06-21","배추김치(5~6월)","22.94kcal","총각김치","15.54kcal","배추김치(5~6월)","22.94kcal","","","2992.37kcal"
"2021-06-21","우유(백색우유(200ML,연간))(02)","122kcal","","","딸기맛우유(3사교)","116kcal","","","2992.37kcal"
"2021-06-22","밥","363kcal","현미밥","397.49kcal","찹쌀밥","384.54kcal","","","3049.32kcal"
"2021-06-22","짬뽕찌개(05)(06)(17)(18)","95.05kcal","부대찌개(05)(06)(10)","137.08kcal","돼지고기김치찌개(05)(06)(10)","76.53kcal","","","3049.32kcal"
"2021-06-22","버섯호박볶음(05)(06)(09)","69.95kcal","생선가스(01)(06)","522.6kcal","비엔나소시지감자조림(05)(06)(10)","158.41kcal","","","3049.32kcal"
"2021-06-22","김자반","43kcal","감자샐러드(01)","167.64kcal","콩나물매운무침(05)(06)","32.07kcal","","","3049.32kcal"
"2021-06-22","두부매운조림(05)(06)","132.54kcal","총각김치","15.54kcal","배추김치(5~6월)","22.94kcal","","","3049.32kcal"
"2021-06-22","배추김치(5~6월)","22.94kcal","초콜릿(3사교)","286kcal","","","","","3049.32kcal"
"2021-06-22","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3049.32kcal"
"2021-06-23","밥","363kcal","잡곡밥","376.39kcal","밥","363kcal","","","2865.82kcal"
"2021-06-23","아욱된장국(05)(06)(18)","50.3kcal","생선묵국(05)(06)","64.38kcal","오징어찌개(05)(06)(17)","70.58kcal","","","2865.82kcal"
"2021-06-23","돼지고기청경채볶음(05)(06)(10)","407.71kcal","참돔간장조림(05)(06)","62.22kcal","계란찜(01)(09)","81.68kcal","","","2865.82kcal"
"2021-06-23","순두부양념장(05)(06)","56.56kcal","오이부추무침","21.58kcal","미트볼양념조림(01)(05)(06)(10)(12)","523.6kcal","","","2865.82kcal"
"2021-06-23","배추김치(5~6월)","22.94kcal","배추김치(5~6월)","22.94kcal","배추김치(5~6월)","22.94kcal","","","2865.82kcal"
"2021-06-23","","","우유(백색우유(200ML,연간))(02)","122kcal","아이스크림 팩형(02)","234kcal","","","2865.82kcal"
"2021-06-24","핫도그빵(01)(06)(10)(12)","775.06kcal","찹쌀밥","384.54kcal","밥","363kcal","","","3173.07kcal"
"2021-06-24","우유(백색우유(200ML,연간))(02)","244kcal","삼계탕(15)","640.61kcal","감자호박국(05)(09)","32.27kcal","","","3173.07kcal"
"2021-06-24","","","풋고추된장무침(05)(06)","26.27kcal","표고버섯돼지고기볶음(05)(06)(10)","415.82kcal","","","3173.07kcal"
"2021-06-24","","","오징어젓무침(17)","45.05kcal","야채샐러드(01)(12)","112.25kcal","","","3173.07kcal"
"2021-06-24","","","크림수프","0kcal","배추김치(5~6월)","22.94kcal","","","3173.07kcal"
"2021-06-24","","","배추김치(5~6월)","22.94kcal","","","","","3173.07kcal"
"2021-06-24","","","수박","88.32kcal","","","","","3173.07kcal"
"2021-06-25","밥","363kcal","전투식량S형(쇠고기고추장비빔밥","900kcal","불고기버거(01)(06)(10)(12)","807.58kcal","","","2811.11kcal"
"2021-06-25","쇠고기미역국(05)(16)","44.43kcal","감자양파찌개(05)(06)","64.86kcal","우유(백색우유(200ML,연간))(02)","244kcal","","","2811.11kcal"
"2021-06-25","비엔나소시지감자조림(05)(06)(10)","158.41kcal","계란후라이(01)","125.39kcal","","","","","2811.11kcal"
"2021-06-25","콩나물무침(05)","30.76kcal","무생채","26.8kcal","","","","","2811.11kcal"
"2021-06-25","배추김치(5~6월)","22.94kcal","배추김치(5~6월)","22.94kcal","","","","","2811.11kcal"
"2021-06-25","","","커피음료","","","","","","2811.11kcal"
"2021-06-26","흑미밥","383.63kcal","닭고기덮밥(01)(05)(06)(15)","700.15kcal","콩나물밥(05)(06)","409.53kcal","","","2646.21kcal"
"2021-06-26","부대찌개(05)(06)(10)","137.08kcal","배추된장국(05)(06)","31.93kcal","된장국(일품용)(05)(06)","57.01kcal","","","2646.21kcal"
"2021-06-26","계란찜(01)(09)","81.68kcal","오징어야채무침(05)(06)(17)","110.96kcal","오징어브로콜리숙회(06)(17)","103.52kcal","","","2646.21kcal"
"2021-06-26","돼지고기장조림(05)(06)(10)","236.3kcal","총각김치","15.54kcal","총각김치","15.54kcal","","","2646.21kcal"
"2021-06-26","배추김치(5~6월)","22.94kcal","반건조고구마","218.4kcal","","","","","2646.21kcal"
"2021-06-26","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2646.21kcal"
"2021-06-27","밥","363kcal","잡곡밥","376.39kcal","밥","363kcal","","","2615.99kcal"
"2021-06-27","팽이버섯국(05)(06)","40.46kcal","계란국(01)(05)","69.6kcal","쇠고기우거지국(05)(06)(16)","50.48kcal","","","2615.99kcal"
"2021-06-27","햄야채볶음(01)(10)","179.03kcal","낙지볶음(05)(06)","240.48kcal","새송이버섯야채볶음(05)(06)","69.02kcal","","","2615.99kcal"
"2021-06-27","닭고기야채조림(05)(06)(15)","208.13kcal","양배추쌈(05)(06)","47.64kcal","멸치매운양념조림(05)(06)","71.94kcal","","","2615.99kcal"
"2021-06-27","배추김치(5~6월)","22.94kcal","배추김치(5~6월)","22.94kcal","배추김치(5~6월)","22.94kcal","","","2615.99kcal"
"2021-06-27","우유(백색우유(200ML,연간))(02)","122kcal","초콜릿(3사교)","286kcal","주스,카프리썬 오렌지(200ml,파우치)","60kcal","","","2615.99kcal"
"2021-06-28","밥","363kcal","찹쌀밥","384.54kcal","밥","363kcal","","","3003.91kcal"
"2021-06-28","얼큰북어채국(01)(05)","66.68kcal","생선묵국(05)(06)","64.38kcal","소시지찌개(05)(06)(10)","160.49kcal","","","3003.91kcal"
"2021-06-28","돼지고기감자조림(05)(06)(10)","214.67kcal","꽈리고추멸치볶음(05)(06)","80.14kcal","청경채굴소스볶음","88.31kcal","","","3003.91kcal"
"2021-06-28","오이고추장무침(06)","22.48kcal","닭고기김치찜(05)(06)(15)","208.94kcal","치킨너겟(01)(06)(15)","564.16kcal","","","3003.91kcal"
"2021-06-28","배추김치(5~6월)","22.94kcal","파김치","21.24kcal","배추김치(5~6월)","22.94kcal","","","3003.91kcal"
"2021-06-28","우유(백색우유(200ML,연간))(02)","122kcal","","","아이스크림 팩형(02)","234kcal","","","3003.91kcal"
"2021-06-29","밥","363kcal","흑미밥","383.63kcal","하이라이스(01)(05)(06)(10)","983.97kcal","","","2850.10kcal"
"2021-05-30","깍두기(임가공)","28.75kcal","주스,프레주한라봉 제주감귤(240ml,캔)","","배추김치(5~6월)","23.19kcal","","","3041.30kcal"
"2021-05-30","우유(백색우유(200ML,연간))(02)","122kcal","","","참깨라면,110g(오뚜기,용기라면,다수공급자계약,영내자증식)","459.09kcal","","","3041.30kcal"
"2021-05-31","밥","363kcal","밥1","181.5kcal","찰보리밥","386.7kcal","","","2763.08kcal"
"2021-05-31","쇠고기무국(05)(16)","51.48kcal","만두국(01)(05)(06)(10)","440.72kcal","계란국(01)(05)","70.46kcal","","","2763.08kcal"
"2021-05-31","생선묵볶음(05)(06)","159.21kcal","오징어젓무침(17)","47.69kcal","1.5소스 깐풍기(01)(05)(06)(15)","591.61kcal","","","2763.08kcal"
"2021-05-31","멸치볶음(05)(06)","80.52kcal","오이고추장무침(06)","26.01kcal","김자반","43kcal","","","2763.08kcal"
"2021-05-31","깍두기(임가공)","28.75kcal","파김치","21.24kcal","배추김치(5~6월)","23.19kcal","","","2763.08kcal"
"2021-05-31","우유(백색우유(200ML,연간))(02)","122kcal","과일푸딩","126kcal","","","","","2763.08kcal"
"2021-06-01","밥","363kcal","잡곡밥","376.39kcal","밥","363kcal","","","2750.07kcal"
"2021-06-01","배추된장국(05)(06)","31.93kcal","해물탕(05)(06)(09)","86.32kcal","조개국(01)(05)","59.32kcal","","","2750.07kcal"
"2021-06-01","표고버섯돼지고기볶음(05)(06)(10)","415.82kcal","궁중닭찜(05)(06)(15)","250.94kcal","쇠고기불고기(05)(06)(16)","235.1kcal","","","2750.07kcal"
"2021-06-01","김자반","43kcal","오이부추무침","21.58kcal","꽈리고추감자조림(05)(06)","41.85kcal","","","2750.07kcal"
"2021-06-01","배추김치(5~6월)","22.94kcal","배추김치(5~6월)","22.94kcal","총각김치","15.54kcal","","","2750.07kcal"
"2021-06-01","우유(백색우유(200ML,연간))(02)","122kcal","주스,카프리썬 사과(200ml,파우치)","60kcal","반건조고구마","218.4kcal","","","2750.07kcal"
"2021-06-02","밥","363kcal","마파두부덮밥(05)(06)(10)","874.37kcal","찹쌀밥","384.54kcal","","","3336.54kcal"
"2021-06-02","팽이버섯국(05)(06)","40.46kcal","오징어찌개(05)(06)(17)","70.58kcal","호박된장찌개(05)(06)","50.31kcal","","","3336.54kcal"
"2021-06-02","돼지고기고추장볶음(05)(06)(10)","492.14kcal","가지튀김(06)","268.59kcal","닭고기감자조림(05)(06)(15)","236.5kcal","","","3336.54kcal"
"2021-06-02","애호박나물(05)(09)","108.75kcal","배추김치(5~6월)","22.94kcal","오이고추장무침(06)","22.48kcal","","","3336.54kcal"
"2021-06-02","배추김치(5~6월)","22.94kcal","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(5~6월)","22.94kcal","","","3336.54kcal"
"2021-06-02","","","","","아이스크림 팩형(02)","234kcal","","","3336.54kcal"
"2021-06-03","밥","363kcal","찰보리밥","386.7kcal","밥","363kcal","","","2657.95kcal"
"2021-06-03","버섯된장찌개(05)(06)","42.98kcal","돼지고기김치찌개(05)(06)(10)","76.53kcal","순두부해물찌개(01)(05)(17)","107.85kcal","","","2657.95kcal"
"2021-06-03","두부김치(05)(06)(10)","378.66kcal","고등어카레튀김(06)(07)","387.29kcal","깻잎볶음(05)(06)(10)","243.28kcal","","","2657.95kcal"
"2021-06-03","총각김치","15.54kcal","도라지오이무침(05)(06)","44.39kcal","무나물(05)(06)","74.87kcal","","","2657.95kcal"
"2021-06-03","우유(백색우유(200ML,연간))(02)","122kcal","파김치","21.24kcal","배추김치(5~6월)","22.94kcal","","","2657.95kcal"
"2021-06-03","","","바나나(3사교)","7.68kcal","","","","","2657.95kcal"
"2021-06-04","밥","363kcal","돼지고기부추덮밥(01)(05)(06)(10)","849.83kcal","잡곡밥","376.39kcal","","","2583.94kcal"
"2021-06-04","근대된장국(05)(06)","34.87kcal","짬뽕찌개(05)(06)(17)(18)","95.05kcal","매운버섯국(05)(06)","47.78kcal","","","2583.94kcal"
"2021-06-04","닭고기김치찜(05)(06)(15)","208.94kcal","순두부양념장(추가)(05)(06)","72.76kcal","쇠고기불고기(05)(06)(16)","235.1kcal","","","2583.94kcal"
"2021-06-04","콩나물무침(05)","30.76kcal","배추김치(5~6월)","22.94kcal","양배추쌈(05)(06)","47.64kcal","","","2583.94kcal"
"2021-06-04","총각김치","15.54kcal","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(5~6월)","22.94kcal","","","2583.94kcal"
"2021-06-04","","","","","짜먹는요구르트(02)","38.4kcal","","","2583.94kcal"
"2021-06-05","밥","363kcal","흑미밥","383.63kcal","밥","363kcal","","","2482.64kcal"
"2021-06-05","북어채국(01)(05)","70.65kcal","버섯된장찌개(05)(06)","42.98kcal","들깨미역국(05)","12.26kcal","","","2482.64kcal"
"2021-06-05","오리고기버섯볶음(05)(06)","152.17kcal","두부김치(05)(06)(10)","378.66kcal","닭갈비(05)(06)(15)","313.35kcal","","","2482.64kcal"
"2021-06-05","오이양파장아찌(05)(06)","28.32kcal","멸치볶음(05)(06)","77.58kcal","모듬야채(쌈장)(05)(06)","53.62kcal","","","2482.64kcal"
"2021-06-05","배추김치(5~6월)","22.94kcal","총각김치","15.54kcal","배추김치(5~6월)","22.94kcal","","","2482.64kcal"
"2021-06-05","우유(백색우유(200ML,연간))(02)","122kcal","주스,카프리썬 오렌지(200ml,파우치)","60kcal","","","","","2482.64kcal"
"2021-06-06","밥","363kcal","잡채밥(05)(06)(10)","726.18kcal","찹쌀밥","384.54kcal","","","2909.43kcal"
"2021-06-06","돼지고기김치찌개(05)(06)(10)","76.53kcal","두부고추장찌개(05)(06)(10)","105.75kcal","꼬리곰탕","547.09kcal","","","2909.43kcal"
"2021-06-06","스크램블에그(01)","125.54kcal","오징어채볶음(01)(05)(06)(17)","128.59kcal","감자조림(05)(06)","116.75kcal","","","2909.43kcal"
"2021-06-06","오이고추장무침(06)","22.48kcal","배추김치(5~6월)","22.94kcal","오징어젓무침(17)","45.05kcal","","","2909.43kcal"
"2021-06-06","배추김치(5~6월)","22.94kcal","포도 주스(180㎖/캔)","84.51kcal","총각김치","15.54kcal","","","2909.43kcal"
"2021-06-06","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2909.43kcal"
"2021-06-07","밥","363kcal","잡곡밥","376.39kcal","밥","363kcal","","","2758.92kcal"
"2021-06-07","감자양파찌개(05)(06)","64.86kcal","계란국(01)(05)","69.6kcal","된장국(일품용)(05)(06)","57.01kcal","","","2758.92kcal"
"2021-06-07","쇠고기새송이버섯볶음(05)(06)(16)","177.97kcal","낙지볶음(05)(06)","240.48kcal","양념통닭(01)(06)(15)","650.64kcal","","","2758.92kcal"
"2021-06-07","배추김치(5~6월)","22.94kcal","브로콜리/초고추장(06)","36.67kcal","오이파프리카무침(05)(06)","14.48kcal","","","2758.92kcal"
"2021-06-07","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(5~6월)","22.94kcal","배추김치(5~6월)","22.94kcal","","","2758.92kcal"
"2021-06-07","","","","","우유,살균형(바나나)","154kcal","","","2758.92kcal"
"2021-06-08","밥","363kcal","현미밥","397.49kcal","밥","363kcal","","","2735.73kcal"
"2021-06-08","쇠고기육개장(01)(05)(06)(16)","118.54kcal","닭곰탕(05)(15)","132.28kcal","계란국(01)(05)","69.6kcal","","","2735.73kcal"
"2021-06-08","두부매운조림(05)(06)","132.54kcal","새송이버섯야채볶음(05)(06)","69.02kcal","돼지고기부추볶음(05)(06)(10)","411.99kcal","","","2735.73kcal"
"2021-06-08","배추김치(5~6월)","22.94kcal","갑오징어야채무침(06)(17)","99.27kcal","배추겉절이(09)","28kcal","","","2735.73kcal"
"2021-06-08","우유(백색우유(200ML,연간))(02)","122kcal","갓김치","11.52kcal","총각김치","15.54kcal","","","2735.73kcal"
"2021-06-08","","","건강담은 야채가득음료 V19","54kcal","쌀국수비빔면(영내자증식용)(06)","325kcal","","","2735.73kcal"
"2021-06-09","밥","363kcal","현미밥","397.49kcal","밥","363kcal","","","2587.14kcal"
"2021-06-09","콩나물국(05)","12.86kcal","쇠고기미역국(05)(16)","44.43kcal","광어매운탕(05)(06)","120.8kcal","","","2587.14kcal"
"2021-06-09","오징어볶음(05)(06)(17)","234.38kcal","꽈리고추건새우볶음(05)(06)","60.06kcal","계란찜(01)(09)","81.68kcal","","","2587.14kcal"
"2021-06-09","계란찜(01)(09)","81.68kcal","조기순살튀김(06)","353.77kcal","돈육표고장조림(05)(06)(10)","264.57kcal","","","2587.14kcal"
"2021-06-09","배추김치(5~6월)","22.94kcal","총각김치","15.54kcal","배추김치(5~6월)","22.94kcal","","","2587.14kcal"
"2021-06-09","","","우유(백색우유(200ML,연간))(02)","122kcal","레몬에이드","26kcal","","","2587.14kcal"
"2021-06-10","밥","363kcal","비빔밥(05)(06)(16)","631.99kcal","밥","363kcal","","","2570.72kcal"
"2021-06-10","쇠고기무국(05)(16)","51.48kcal","아욱된장국(05)(06)(18)","50.3kcal","콩나물국(05)","12.86kcal","","","2570.72kcal"
"2021-06-10","비엔나소시지케찹볶음(10)(12)","280.13kcal","계란후라이(01)","125.39kcal","닭볶음탕(05)(06)(15)","250.71kcal","","","2570.72kcal"
